InterPro	InterPro_Desc	Count
IPR041735	4-hydroxyphenylpyruvate dioxygenase, C-terminal	1
IPR041736	4-hydroxyphenylpyruvate dioxygenase, N-terminal	1
IPR041739	Glutamate-5-kinase domain	1
IPR041741	Structural maintenance of chromosomes 3, ABC domain, eukaryotic	1
IPR041742	Sec24-like, trunk domain	1
IPR041743	Bifunctional aspartokinase/homoserine dehydrogenase, N-terminal catalytic domain	1
IPR041753	PP5, C-terminal metallophosphatase domain	1
IPR041758	Phosphatase BSL, C-terminal metallophosphatase domain	1
IPR041787	Shewanella-like phosphatase, metallophosphatase domain	1
IPR041796	DNA double-strand break repair protein Mre11, N-terminal metallophosphatase domain	1
IPR041816	Lariat debranching enzyme, N-terminal metallophosphatase domain	1
IPR041863	DNA polymerase delta subunit 2, C-terminal domain	1
IPR041869	Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase	1
IPR041888	ZN598/Hel2, RING finger	1
IPR041898	MAGE homology domain, winged helix WH1 motif	1
IPR041899	MAGE homology domain, winged helix WH2 motif	1
IPR041913	DNA polymerase delta subunit 3 superfamily	1
IPR041921	NADH-quinone oxidoreductase subunit E, N-terminal	1
IPR041973	Spt5, KOW domain repeat 1	1
IPR041975	Spt5, KOW domain repeat 2	1
IPR041976	Spt5, KOW domain repeat 3	1
IPR041977	Spt5, KOW domain repeat 4	1
IPR041978	Spt5, KOW domain repeat 5	1
IPR041982	Small ribosomal subunit protein eS4, KOW domain	1
IPR041983	ADA2-like, zinc finger, ZZ-type	1
IPR041985	Large ribosomal subunit protein eL14, KOW motif	1
IPR041991	Large ribosomal subunit protein eL27, KOW domain	1
IPR041994	G-patch domain and KOW motifs-containing protein, KOW 2	1
IPR041995	Kin17, KOW domain	1
IPR041997	Large ribosomal subunit protein eL6, KOW domain	1
IPR042010	ATX1/2, PHD domain	1
IPR042011	ATX3/4/5, PHD domain	1
IPR042031	SKA1 microtubule binding domain superfamily	1
IPR042036	Ribosomal RNA-processing protein 8, N-terminal domain	1
IPR042045	Exocyst complex component EXOC6/Sec15, C-terminal, domain 1	1
IPR042050	Endoplasmic reticulum chaperone BIP, nucleotide-binding domain	1
IPR042063	Ubiquitin-activating enzyme E1, SCCH domain	1
IPR042066	Spt6, Death-like domain	1
IPR042091	Ska2, N-terminal	1
IPR042092	Pseudouridine synthase, RsuA/RluB/E/F, catalytic domain	1
IPR042096	Dihydroxy-acid dehydratase, C-terminal	1
IPR042103	Serine-tRNA synthetase, type1, N-terminal domain superfamily	1
IPR042106	NADH-ubiquinone/plastoquinone oxidoreductase chain 6, subunit NuoJ	1
IPR042109	Adenylosuccinate synthetase, domain 1	1
IPR042110	Adenylosuccinate synthetase, domain 2	1
IPR042111	Adenylosuccinate synthetase, domain 3	1
IPR042112	Phosphate acetyltransferase, domain 2	1
IPR042113	Phosphate acetyltransferase, domain 1	1
IPR042128	NuoE domain	1
IPR042172	Adenosylhomocysteinase-like superfamily	1
IPR042173	Ribonuclease J, domain 2	1
IPR042176	Pantoate-beta-alanine ligase, C-terminal domain	1
IPR042195	ArgJ beta chain, C-terminal domain	1
IPR042214	Pseudouridine synthase, TruD, catalytic domain	1
IPR042219	Dynein heavy chain AAA lid domain superfamily	1
IPR042222	Dynein heavy chain, domain 2, N-terminal	1
IPR042225	Negative cofactor 2 complex subunit beta	1
IPR042228	Dynein heavy chain, linker, subdomain 3	1
IPR042237	Putative peptidyl-tRNA hydrolase PTRHD1	1
IPR042238	DNA excision repair protein Rad28/ERCC8/Ckn1/ATCSA-1	1
IPR042253	2,3-bisphosphoglycerate-independent phosphoglycerate mutase superfamily	1
IPR042264	Diphthamide synthesis DPH1/DPH2, domain 2	1
IPR042267	VTC domain superfamily	1
IPR042272	ATP12, ATP synthase F1-assembly protein, N-terminal	1
IPR042277	Vacuolar protein sorting-associated protein IST1-like	1
IPR042296	tRNA methyltransferase, Trm1, C-terminal	1
IPR042298	Proto-chlorophyllide reductase, C-terminal	1
IPR042302	Ubiquitin-activating enzyme E1, FCCH domain superfamily	1
IPR042303	Malonyl-CoA decarboxylase, C-terminal catalytic domain superfamily	1
IPR042334	Ankyrin repeat domain-containing protein 31	1
IPR042415	Protein canopy homolog	1
IPR042451	ZPR1, A/B domain	1
IPR042452	ZPR1, zinc finger domain	1
IPR042467	Peptidase C65, otubain, subdomain 2	1
IPR042468	Peptidase C65, otubain, subdomain 1	1
IPR042481	Coiled-coil domain-containing protein 57	1
IPR042488	Rad4, beta-hairpin domain 3 superfamily	1
IPR042491	Vacuolar protein sorting-associated protein 35, C-terminal	1
IPR042516	Pre-mRNA-processing-splicing factor 8, U5-snRNA-binding domain superfamily	1
IPR042522	Ubiquitin-like modifier-activating enzyme Atg7, N-terminal, subdomain 1	1
IPR042523	Ubiquitin-like modifier-activating enzyme Atg7, N-terminal, subdomain 2	1
IPR042524	Presenilin, C-terminal	1
IPR042526	Autophagy protein Atg5, helix rich domain	1
IPR042527	Autophagy protein Atg5, UblA domain superfamily	1
IPR042528	Translation initiation factor eIF-2B subunit alpha, N-terminal	1
IPR042532	Exocyst complex component EXOC3/Sec6, C-terminal domain	1
IPR042533	Nucleoporin, Nup155-like, C-terminal, subdomain 1	1
IPR042534	Sin3 associated polypeptide p18 superfamily	1
IPR042536	TFIIIC, subcomplex tauA subunit Sfc1, triple barrel domain superfamily	1
IPR042537	Nucleoporin, Nup155-like, C-terminal, subdomain 2	1
IPR042538	Nucleoporin, Nup155-like, C-terminal, subdomain 3	1
IPR042558	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain, N-terminal, subdomain 1	1
IPR042559	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain, N-terminal, subdomain 2	1
IPR042563	Small ribosomal subunit protein eS8 subdomain, eukaryotes	1
IPR042576	TRAF3-interacting protein 1, N-terminal domain superfamily	1
IPR042755	E3 ubiquitin-protein ligase COP1	1
IPR042770	RWD domain-containing protein 4	1
IPR042771	TFIIIC subunit GTF3C6-like	1
IPR042859	Nucleolar protein 11	1
IPR042977	Chaperone protein AtJ6-like	1
IPR043001	Inositol-pentakisphosphate 2-kinase, N-terminal lobe	1
IPR043003	FANCL, UBC-like domain 3 superfamily	1
IPR043134	GTP cyclohydrolase I, N-terminal domain	1
IPR043140	Small ribosomal subunit protein uS14 superfamily	1
IPR043143	Malate/L-sulfolactate/L-lactate dehydrogenase-like, NADPH binding domain	1
IPR043144	Malate/L-sulfolactate/L-lactate dehydrogenase-like, alpha-helical domain	1
IPR043155	Vacuolar protein sorting-associated protein 33, domain 3b	1
IPR043157	Dynein heavy chain, AAA1 domain, small subdomain	1
IPR043160	Dynein heavy chain, C-terminal domain, barrel region	1
IPR043169	Phosphomannomutase, cap domain	1
IPR043170	Phosphotyrosyl phosphatase activator, C-terminal lid domain	1
IPR043171	Ap4A phosphorylase 1/2-like	1
IPR043172	Prp8 RNase domain IV, palm region	1
IPR043173	Prp8 RNase domain IV, fingers region	1
IPR043312	E3 ubiquitin ligase BIG BROTHER-like	1
IPR043323	Peptidyl-prolyl cis-trans isomerase PIN4	1
IPR043358	Ras GTPase GNL1-like	1
IPR043461	UDP-2,3-diacylglucosamine hydrolase LpxH-like	1
IPR043512	Mu2, C-terminal domain	1
IPR043520	Spermatogenesis-associated protein 21	1
IPR043532	AP-2 complex subunit mu, N-terminal	1
IPR043534	Exo-beta-D-glucosaminidase/Endo-beta-mannosidase	1
IPR043554	SNF1-related protein kinase regulatory subunit beta	1
IPR043573	Polyphosphoinositide phosphatase Fig4-like	1
IPR043577	Asparaginyl endopeptidase	1
IPR043594	HMG-CoA lyase	1
IPR043596	CFAP53/TCHP	1
IPR043701	Splicing factor Yju2	1
IPR043750	Protein of unknown function DUF5695	1
IPR043780	Domain of unknown function DUF5722	1
IPR043898	FANCL, UBC-like domain 2	1
IPR043904	PhoD-like phosphatase	1
IPR043970	FUZ/MON1/HPS1, third Longin domain	1
IPR043971	FUZ/MON1/HPS1, second Longin domain	1
IPR043972	FUZ/MON1/HPS1, first Longin domain	1
IPR043987	CCZ1/INTU/HSP4, first Longin domain	1
IPR044037	FANCL, UBC-like domain 3	1
IPR044053	Hydroxylase/desaturase AsaB-like	1
IPR044059	Cns1/TTC4, wheel domain	1
IPR044074	Formyltetrahydrofolate deformylase, ACT domain	1
IPR044076	Large ribosomal subunit protein P2, eukaryotes	1
IPR044078	Mot1, ATP-binding domain	1
IPR044079	TBCE, ubiquitin-like (Ubl) domain	1
IPR044092	Serine/threonine-protein PRP4, catalytic domain	1
IPR044093	Cyclin-dependent kinase 10, catalytic domain	1
IPR044094	AtsA-like, MBL-fold	1
IPR044098	STAMBP/STALP-like, MPN domain	1
IPR044099	mRNA decapping enzyme 2 , NUDIX hydrolase domain	1
IPR044104	Alfin1-like, PHD finger	1
IPR044107	ATM, catalytic domain	1
IPR044121	Snu114, GTP-binding domain	1
IPR044123	Translation initiation factor eIF-2B subunit epsilon, W2 domain	1
IPR044125	DNA Ligase 4, adenylation domain	1
IPR044126	IF2a, S1-like domain	1
IPR044127	Initiation factor eIF2 gamma, domain 2	1
IPR044128	Initiation factor eIF2 gamma, GTP-binding domain	1
IPR044135	Methionyl-tRNA formyltransferase, C-terminal domain	1
IPR044149	Nitrilase/Cyanide hydratase	1
IPR044154	ADP-ribosylation factor-like protein 8A/8B	1
IPR044160	Protein TRIGALACTOSYLDIACYLGLYCEROL 4-like	1
IPR044163	Sanguinarine reductase SARED1-like	1
IPR044166	Ferredoxin-thioredoxin reductase, variable chain	1
IPR044178	Peptidyl-prolyl cis-trans isomerase CYP28-like	1
IPR044182	Thioredoxin-like protein CITRX, chloroplastic	1
IPR044183	Photosynthetic NDH subunit of lumenal location 4/FKBP13-like	1
IPR044185	Peptidyl-prolyl cis-trans isomerase CYP26-2-like	1
IPR044192	Thioredoxin-like protein CDSP32	1
IPR044193	Thioredoxin-like 3-3	1
IPR044198	Protein DEK	1
IPR044200	Uncharacterized protein At5g03900-like	1
IPR044201	Divinyl reductase-like	1
IPR044202	LETM1/MDM38-like	1
IPR044204	Protein IWS1 homolog 1/2	1
IPR044208	Peptidyl-prolyl cis-trans isomerase FKBP19-like	1
IPR044210	Transcription facto Tfc3-like	1
IPR044211	Pheophytinase, chloroplastic	1
IPR044212	Protein-tyrosine-phosphatase IBR5-like	1
IPR044213	Thylakoid lumenal 15kDa protein 1-like	1
IPR044218	Protein SWEETIE	1
IPR044221	Protein DYAD/AMEIOTIC 1	1
IPR044222	Aquaporin SIP1-1/2-like	1
IPR044224	Glycosyltransferase-like KOBITO 1	1
IPR044229	NO-associated protein 1	1
IPR044230	General transcription factor 3C polypeptide 4	1
IPR044231	E3 ubiquitin-protein ligase SP1-like	1
IPR044233	Peptidyl-prolyl cis-trans isomerase CYP23-like	1
IPR044235	E3 ubiquitin-protein ligase 1/2	1
IPR044237	Histone-lysine N-methyltransferase ATXR2-like	1
IPR044238	Histone-lysine N-methyltransferase ASHR2-like	1
IPR044239	Peptidyl-prolyl cis-trans isomerase FKBP20-2-like	1
IPR044240	Rhodanese-like domain-containing protein STR4-like	1
IPR044241	Thiol:disulfide interchange protein TxlA/HCF164	1
IPR044242	Protein LHCP TRANSLOCATION DEFECT-like	1
IPR044244	Tetratricopeptide repeat protein TTC27/Emw1	1
IPR044245	SprT-like domain-containing protein Spartan	1
IPR044252	Large ribosomal subunit protein P3	1
IPR044253	Thioredoxin-like 3-1/3-2	1
IPR044254	BRCT domain-containing protein At4g02110-like	1
IPR044259	Peptidyl-prolyl cis-trans isomerase CYP37-like	1
IPR044279	Sorting nexin 2A/B	1
IPR044282	Armadillo repeat protein ABAP1/ARIA	1
IPR044285	Periodic tryptophan protein 1	1
IPR044294	Lipase-like	1
IPR044298	Adenine/Thymine-DNA glycosylase	1
IPR044302	Costars family	1
IPR044437	SETD2/Set2, SET domain	1
IPR044454	ADAD2, double-stranded RNA binding domain	1
IPR044479	L-galactose dehydrogenase-like	1
IPR044506	Dual-specificity phosphatase CDC14, C-terminal	1
IPR044515	Ankyrin repeat and BTB/POZ domain-containing protein 1-like	1
IPR044516	UDP-glucuronic acid decarboxylase	1
IPR044517	Protein PHOX1-4	1
IPR044519	ADP-ribosylation factor GTPase-activating protein AGD6/7	1
IPR044524	Histidine biosynthesis, HisA-like	1
IPR044528	Persulfide dioxygenase-like, MBL-fold metallo-hydrolase domain	1
IPR044536	Peroxisomal targeting signal 2 receptor	1
IPR044538	Vacuolar protein sorting-associated protein Vta1-like	1
IPR044539	Pachytene checkpoint protein 2-like	1
IPR044542	N-alpha-acetyltransferase 30-like	1
IPR044554	Anaphase-promoting complex subunit 2	1
IPR044563	Protein Sgt1-like	1
IPR044565	Vesicle-trafficking protein Sec22	1
IPR044566	Polyamine transporter RMV1-like	1
IPR044574	ATPase ARIP4-like	1
IPR044580	5'-Methylthioadenosine/S-adenosylhomocysteine nucleosidase	1
IPR044589	GATA transcription factor 26/27	1
IPR044591	Microtubule-associated kinase-like protein RUNKEL	1
IPR044592	Putative E3 ubiquitin-protein ligase RING1a/b	1
IPR044596	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1-like	1
IPR044605	Pentatricopeptide repeat-containing protein At1g26460-like	1
IPR044608	Ethanolamine-phosphate cytidylyltransferase	1
IPR044612	ADP-ribosylation factor-like protein 2/3	1
IPR044613	NEDD8-specific protease 1/2-like	1
IPR044616	WD repeat-containing protein RUP1/2	1
IPR044621	Protein NEDD1	1
IPR044622	WD repeat-containing protein PCN	1
IPR044628	Elongation factor 1-gamma, plant	1
IPR044630	WD-repeat protein SPA1/2/3/4	1
IPR044632	DnaJ homolog subfamily C member 25-like	1
IPR044634	J-protein Zuotin/DnaJC2	1
IPR044635	Ubiquitin carboxyl-terminal hydrolase 14-like	1
IPR044638	Aldehyde dehydrogenase family 7 member A1-like	1
IPR044639	Cystathionine gamma-synthase 1/2	1
IPR044643	N-(5'-phosphoribosyl)anthranilate isomerase family	1
IPR044647	Reticulon-like protein B17/18/21	1
IPR044648	DNAJ protein JJJ1 homolog, plant	1
IPR044649	2-methyl-6-phytyl-1,4-hydroquinone methyltransferase	1
IPR044650	Tetratricopeptide repeat protein SRFR1-like	1
IPR044651	Trehalose 6-phosphate OTSB-like	1
IPR044662	Stress-response A/B barrel domain-containing protein HS1/DABB1-like	1
IPR044664	Rhodanese-like domain-containing protein 11-like	1
IPR044665	Cyclophilin-type peptidyl-prolyl cis-trans isomerase, E. coli cyclophilin A-like	1
IPR044672	Molybdopterin synthase sulfur carrier subunit	1
IPR044673	Protein DCL-like	1
IPR044677	Mitochondrial phosphate carrier protein SLC25A3/Pic2/Mir1-like	1
IPR044680	Protein EXECUTER 1/2	1
IPR044687	Protein LOW PSII ACCUMULATION 3	1
IPR044688	Style cell-cycle inhibitor 1-like	1
IPR044691	Thioredoxin DCC1	1
IPR044694	Nuclear pore complex protein NUP214	1
IPR044697	(S)-ureidoglycine aminohydrolase, C-terminal cupin domain	1
IPR044698	Vitamin K epoxide reductase-like VKOR/LOT1	1
IPR044705	COFACTOR ASSEMBLY OF COMPLEX C SUBUNIT B CCB4	1
IPR044708	Constitutive expression of pathogenesis-related genes 5	1
IPR044713	DnaJ homolog subfamily A member 1/2-like	1
IPR044718	E3 ubiquitin-protein ligase HOS1	1
IPR044719	Protein TIC 62-like	1
IPR044725	CBS domain-containing protein CBSX3, CBS domain	1
IPR044733	AP-1 complex subunit sigma	1
IPR044744	ZNRF4 /RNF13/RNF167, PA domain	1
IPR044748	Trm3/ TARBP1, C-terminal	1
IPR044752	Exonuclease 1-like, PIN-like domain	1
IPR044754	Isw1/2, N-terminal	1
IPR044756	DHX15, DEXH-box helicase domain	1
IPR044757	IAA-amino acid hydrolase ILR1-like	1
IPR044760	Trafficking protein particle complex subunit 2-like	1
IPR044762	DHX8/ Prp22, DEXH-box helicase domain	1
IPR044764	DDX52/Rok1, DEAD-box helicase domain	1
IPR044765	DDX47/Rrp3, DEAD-box helicase domain	1
IPR044769	1-phosphatidylinositol-3-phosphate 5-kinase, PIPK catalytic domain	1
IPR044772	Nitrate transporter	1
IPR044773	DDX18/Has1, DEAD-box helicase domain	1
IPR044796	Protein MLN51 homolog, plant	1
IPR044798	Chromatin modification-related protein EAF1A/B	1
IPR044801	Filamin family	1
IPR044802	Calmodulin calcium-dependent NAD kinase NADKc-like	1
IPR044804	Large ribosomal subunit protein eL20z-like	1
IPR044807	E3 ubiquitin protein ligase DRIP1-like	1
IPR044810	WRKY transcription factor, plant	1
IPR044811	DNA glycosylase, plant	1
IPR044813	Acyl carrier protein, chloroplastic	1
IPR044818	Transcription factor ILR3-like	1
IPR044820	ADP-ribosylation factor GTPase-activating protein AGD14-like	1
IPR044825	Transcription activator GLK1/2-like	1
IPR044827	G-box-binding factor-like	1
IPR044837	B3 domain-containing protein REM16-like	1
IPR044838	Probable metalloprotease EGY1-like	1
IPR044840	Nucleoporin Nup188	1
IPR044842	RNA demethylase ALKBH9B/ALKBH10B-like	1
IPR044843	Trans-isoprenyl diphosphate synthases, bacterial-type	1
IPR044844	Trans-isoprenyl diphosphate synthases, eukaryotic-type	1
IPR044851	Wax synthase	1
IPR044852	WW domain-binding protein 2-like	1
IPR044855	CoA-transferase family III domain 3 superfamily	1
IPR044856	Malate synthase, C-terminal superfamily	1
IPR044867	DEUBAD domain	1
IPR044868	Rpn13/ADRM1, Pru domain	1
IPR044888	Mediator complex, subunit Med7 superfmaily	1
IPR044892	Ribosomal protein L3, domain 3, archaeal-type superfamily	1
IPR044898	Cyclin-dependent kinase inhibitor domain superfamily	1
IPR044900	Photosystem II CP43 reaction centre protein superfamily	1
IPR044911	V-type ATP synthase c/d subunit, domain 3 superfamily	1
IPR044924	HAD-superfamily hydrolase, subfamily IA, REG-2-like, capping domain superfamily	1
IPR044938	Enhancer of mRNA-decapping protein 4, conserved C-terminal domain superfamily	1
IPR044952	Protein SENSITIVE TO UV 2	1
IPR044954	Small ribosomal subunit protein uS3m, plant	1
IPR044966	Protein RESISTANCE TO PHYTOPHTHORA 1, chloroplastic	1
IPR044970	COFACTOR ASSEMBLY OF COMPLEX C SUBUNIT B CCB2, chloroplastic	1
IPR044971	Stress enhanced protein 2, chloroplastic	1
IPR044972	TATA-binding protein-associated factor Mot1	1
IPR044975	ATP synthase protein YMF19	1
IPR044976	FIPS5/FIPS3-like	1
IPR044977	Homeobox-DDT domain protein RLT1-3	1
IPR044978	DnaJ homologue subfamily C, GRV2/DNAJC13	1
IPR044980	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, plant/fungi	1
IPR044988	ATP synthase, F0 complex, subunit MI25, plants	1
IPR044996	Coenzyme Q-binding protein COQ10-like	1
IPR044998	Timeless	1
IPR045000	Tropinone reductase	1
IPR045002	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase Ech1-like	1
IPR045005	BTB/POZ and MATH domain-containing protein 1-6	1
IPR045008	Acyl-coenzyme A oxidase 4-like	1
IPR045011	Arogenate dehydrogenase 1/2	1
IPR045017	Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]	1
IPR045019	Beta-carotene hydroxylase-like	1
IPR045022	3-ketodihydrosphingosine reductase KDSR-like	1
IPR045023	Acyl-[acyl-carrier-protein] hydrolase FATA/B	1
IPR045025	TPP-binding domain containing protein HACL1-like	1
IPR045030	LysM and putative peptidoglycan-binding domain-containing protein 1-4	1
IPR045031	Dihydropteroate synthase-like	1
IPR045033	Protein PIN-LIKES 1/3/4/5/7	1
IPR045036	Spartin-like	1
IPR045038	Protein AIG2-like	1
IPR045042	Mechanosensitive ion channel protein YnaI-like	1
IPR045046	Vacuolar protein sorting-associated protein 9-like	1
IPR045047	N-acetyltransferase Ard1-like	1
IPR045049	Choline-phosphate cytidylyltransferase Pcy1-like	1
IPR045052	Copine	1
IPR045059	Large ribosomal subunit protein uL29, eukaryotes	1
IPR045060	Phenylalanine-tRNA ligase, class IIc, beta subunit	1
IPR045071	KH domain-containing BBP-like	1
IPR045072	MKRN-like	1
IPR045077	Large ribosomal subunit protein uL3, archaeal/eukaryotic-type	1
IPR045078	Sulfurtransferase TST/MPST-like	1
IPR045082	ATP synthase, F0 complex, subunit A, bacterial/chloroplast	1
IPR045083	ATP synthase, F0 complex, subunit A, bacterial/mitochondria	1
IPR045097	Thymidylate synthase/dCMP hydroxymethylase	1
IPR045101	PTEN, phosphatase domain	1
IPR045103	E3 ubiquitin-protein ligase RNF5/RNF185-like	1
IPR045110	XMAP215	1
IPR045112	Protein Peter Pan-like	1
IPR045115	BolA-like protein 2	1
IPR045117	Ataxin2-like	1
IPR045119	SUN domain-containing protein 1-5	1
